Title,Year,Certificate,Length,Genre,Rating
Limbo,1999,R,126,"Adventure, Drama, Thriller            ",7.0
Cairo Time,2009,PG,90,"Drama, Romance            ",6.6
When Worlds Collide,1951,Not Rated,83,"Action, Sci-Fi, Thriller            ",6.6
Aimee & Jaguar,1999,Not Rated,125,"Biography, Drama, Romance            ",7.2
Maximum Conviction,2012,R,98,"Action, Thriller            ",4.7
Mr. Majestyk,1974,Not Rated,103,"Action, Crime, Drama            ",6.7
Never Talk to Strangers,1995,R,86,"Crime, Drama, Mystery            ",5.2
Digimon: The Movie,2000,PG,82,"Animation, Action, Adventure            ",6.0
Yuva,2004,Approved,161,"Action, Drama, Thriller            ",7.3
Four Minutes,2006,R,112,"Drama, Music            ",7.3
Hounddog,2007,PG,98,"Drama, Music            ",6.2
Pieces,1982,R,85,"Horror, Mystery, Thriller            ",6.0
Three Kingdoms,2008,PG-13,102,"Action, Drama, History            ",6.1
Tough Guys,1986,Not Rated,104,"Comedy, Crime            ",6.2
"Kiss Me, Stupid",1964,GP,125,"Comedy, Romance            ",6.9
Dark Ride,2006,PG,94,"Horror, Thriller            ",4.6
The Thief Lord,2006,R,98,"Adventure, Drama, Family            ",5.9
John Rabe,2009,R,134,"Biography, Drama, History            ",7.2
Mac & Devin Go to High School,2012,PG,75,Comedy            ,4.4
Chairman of the Board,1997,R,95,Comedy            ,2.3
Gantz,2010,Unrated,130,"Action, Horror, Sci-Fi            ",6.4
10 Rillington Place,1971,R,111,"Biography, Crime, Drama            ",7.5
Madeline,1998,R,88,"Comedy, Family            ",6.0
Nothing,2003,PG-13,90,"Comedy, Fantasy            ",6.1
Lost in America,1985,PG,91,Comedy            ,7.0
Wont Back Down,2012,R,121,Drama            ,6.4
The Yakuza,1974,PG,112,"Action, Crime, Drama            ",7.2
Spanking the Monkey,1994,R,100,"Comedy, Drama            ",6.3
Perriers Bounty,2009,Passed,88,"Action, Comedy, Crime            ",6.3
Lies and Alibis,2006,R,90,"Comedy, Drama, Romance            ",6.3
The Good Doctor,2011,Unrated,93,"Drama, Thriller            ",5.5
Enchanted April,1991,R,95,Drama            ,7.3
No Mercy,1986,PG,106,"Crime, Drama, Romance            ",5.7
Summer of 42,1971,Not Rated,104,"Drama, Romance            ",7.2
Honey 2,2011,PG-13,110,"Comedy, Drama, Music            ",5.2
Steal,2002,R,83,"Action, Crime, Thriller            ",5.4
House,2008,R,88,Horror            ,4.5
Battleground,1949,Approved,118,"Action, Drama, History            ",7.4
Hideaway,1995,R,106,"Fantasy, Horror, Thriller            ",5.3
Killing Bono,2011,R,114,"Comedy, Music            ",6.3
Primal,2010,Not Rated,80,"Adventure, Horror, Sci-Fi            ",4.9
Repeaters,2010,Not Rated,89,"Action, Crime, Drama            ",5.7
From Beginning to End,2009,PG-13,94,"Drama, Romance            ",6.6
Lady Jane,1986,Not Rated,136,"Biography, Drama, History            ",7.1
Tous les matins du monde,1991,R,115,"Biography, Drama, History            ",7.5
Prosperos Books,1991,Not Rated,124,"Drama, Fantasy            ",6.8
"Ivan the Terrible, Part II: The Boyars Plot",1958,R,88,"Biography, Drama, History            ",7.8
Mio fratello è figlio unico,2007,R,108,"Comedy, Crime, Drama            ",7.0
Farinelli,1994,R,111,"Biography, Drama, Music            ",6.8
Eros,2004,Approved,104,"Drama, Romance            ",5.9
North to Alaska,1960,Not Rated,122,"Comedy, Romance, Western            ",6.9
Liza the Fox-Fairy,2015,TV-PG,98,"Comedy, Fantasy, Romance            ",7.5
Steam: The Turkish Bath,1997,Not Rated,94,"Drama, Romance            ",6.8
Banana Joe,1982,R,96,"Action, Comedy            ",6.3
Ten,2002,R,94,Drama            ,7.4
The Admiral,2015,PG-13,151,"Action, Biography, Drama            ",7.0
Alien Outpost,2014,GP,92,"Action, Sci-Fi, Thriller            ",4.7
Night Falls on Manhattan,1996,X,113,"Crime, Drama, Thriller            ",6.6
Jet Lag,2002,R,91,"Comedy, Romance            ",6.1
Music Box,1989,R,124,"Crime, Drama, Thriller            ",7.3
Neredesin Firuze,2004,Not Rated,128,"Comedy, Drama, Music            ",7.4
The Anderson Tapes,1971,Not Rated,99,"Action, Crime, Thriller            ",6.4
Sun Alley,1999,Approved,101,"Comedy, Drama, Romance            ",6.8
Arabian Nights,1974,R,130,"Comedy, Drama, Fantasy            ",6.7
The TV Set,2006,R,88,"Comedy, Drama            ",6.5
Burnt Money,2000,R,125,"Crime, Drama, Romance            ",7.0
Wrong Cops,2013,PG-13,83,"Comedy, Crime            ",5.9
Finding Fanny,2014,Approved,102,"Adventure, Comedy, Drama            ",5.7
The Tingler,1959,R,82,Horror            ,6.6
Hell Is for Heroes,1962,Passed,90,"Drama, War            ",6.9
Dante 01,2008,Approved,82,"Adventure, Sci-Fi, Thriller            ",4.8
The Protector 2,2013,R,104,Action            ,5.3
Amsterdamned,1988,R,114,"Action, Crime, Horror            ",6.6
Loosies,2011,G,89,"Comedy, Crime, Romance            ",6.1
The Blue Max,1966,R,156,"Action, Drama, Romance            ",7.1
Fellinis Casanova,1976,PG-13,155,"Biography, Drama, History            ",7.0
The Great Ziegfeld,1936,PG-13,176,"Drama, Musical            ",6.6
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,1980,R,107,Comedy            ,7.2
The Narrow Margin,1952,R,71,"Crime, Drama, Film-Noir            ",7.6
Black & White,1999,PG,98,"Crime, Drama, Music            ",5.0
The Saddest Music in the World,2003,Approved,100,"Comedy, Musical            ",7.0
Herbie Goes to Monte Carlo,1977,PG,105,"Action, Adventure, Comedy            ",5.6
Eating Raoul,1982,R,90,"Comedy, Crime            ",6.8
Barbershop: The Next Cut,2016,Not Rated,111,"Comedy, Drama            ",5.9
Before I Wake,2016,R,97,"Drama, Fantasy, Horror            ",6.2
Swiss Army Man,2016,R,97,"Comedy, Drama, Fantasy            ",6.9
Evil Aliens,2005,Not Rated,93,"Comedy, Horror, Sci-Fi            ",5.2
Revolution,1985,R,126,"Adventure, Drama, History            ",5.3
Detective Story,1951,R,103,"Crime, Drama, Film-Noir            ",7.5
Airborne,1993,PG-13,91,"Adventure, Comedy, Sport            ",6.2
People Places Things,2015,PG,85,"Comedy, Romance            ",6.8
The Night of the Generals,1967,PG,148,"Crime, Drama, Mystery            ",7.2
Delta Force 2: The Colombian Connection,1990,PG-13,111,"Action, Adventure, Crime            ",4.9
P.S.,2004,R,97,"Comedy, Drama, Fantasy            ",6.1
Undertow,2009,R,97,"Drama, Fantasy, Romance            ",7.7
Brooklyn Rules,2007,R,99,"Crime, Drama            ",6.3
Black Eagle,1988,R,93,"Action, Drama            ",3.8
Solstice,2008,R,91,"Horror, Mystery            ",5.3
Its Alive,1974,PG-13,91,"Horror, Sci-Fi            ",5.8
Odds and Evens,1978,PG-13,109,"Action, Comedy, Crime            ",7.1
Leningrad Cowboys Go America,1989,PG-13,79,"Comedy, Music            ",7.0
My Grandfathers People,2011,Not Rated,126,"Comedy, Drama, Family            ",8.0
The Milagro Beanfield War,1988,R,117,"Comedy, Drama, Fantasy            ",6.8
Women in Love,1969,R,131,"Drama, Romance            ",7.1
Once Upon a Time in China III,1992,Unrated,125,"Action, Adventure, Biography            ",6.7
Visioneers,2008,R,94,"Comedy, Drama, Sci-Fi            ",5.9
Coco Chanel & Igor Stravinsky,2009,Unrated,119,"Drama, Music, Romance            ",6.3
Make It Happen,2008,Passed,90,"Drama, Musical            ",5.4
Camp,2003,Not Rated,114,"Comedy, Musical, Drama            ",6.2
Godzilla: Final Wars,2004,Approved,125,"Action, Adventure, Fantasy            ",6.3
Duplicate,1998,R,164,"Action, Comedy, Crime            ",5.5
A Star Is Born,1976,Not Rated,139,"Drama, Music, Romance            ",6.1
Nobel Son,2007,PG-13,110,"Comedy, Crime, Drama            ",6.2
Live and Become,2005,R,140,Drama            ,7.8
Paulette,2012,PG-13,87,"Comedy, Crime            ",6.6
Eating Out,2004,Not Rated,90,"Comedy, Drama, Romance            ",5.8
Topper,1937,R,97,"Comedy, Fantasy, Romance            ",7.2
The Man Who Came to Dinner,1941,Approved,112,"Comedy, Romance            ",7.5
Baby Doll,1956,R,114,"Comedy, Drama            ",7.3
An Angel at My Table,1990,R,158,"Biography, Drama            ",7.4
Dungeons & Dragons: Wrath of the Dragon God,2005,Not Rated,105,"Action, Adventure, Fantasy            ",4.7
"He Said, She Said",1991,Approved,115,"Comedy, Drama, Romance            ",5.7
I Melt with You,2011,R,129,Drama            ,5.9
Jesus Henry Christ,2011,Not Rated,92,Comedy            ,6.4
Singh Is Bliing,2015,PG,141,"Action, Comedy, Romance            ",5.0
ABCD (Any Body Can Dance),2013,Not Rated,160,"Drama, Music            ",6.3
Hamoun,1990,Not Rated,120,Drama            ,7.9
Brighton Rock,2010,R,111,"Crime, Drama, Thriller            ",5.7
Tokyo Drifter,1966,Not Rated,82,"Action, Crime            ",7.1
The Ballad of Narayama,1983,Not Rated,130,Drama            ,7.8
The Harder They Fall,1956,Passed,109,"Drama, Film-Noir, Sport            ",7.5
Office Romance,1977,Not Rated,159,"Comedy, Drama, Romance            ",8.2
Sleepless,2001,R,117,"Horror, Mystery, Thriller            ",6.2
Arthur 2: On the Rocks,1988,PG,113,"Comedy, Romance            ",4.6
Sex Is Zero,2002,Not Rated,96,"Comedy, Drama, Romance            ",6.5
Dont Torture a Duckling,1972,R,105,"Horror, Mystery, Thriller            ",7.0
Julia,2008,Not Rated,144,"Crime, Drama, Thriller            ",7.0
Welcome to Dongmakgol,2005,Approved,133,"Comedy, Drama, War            ",7.6
Panic in the Streets,1950,R,96,"Crime, Drama, Film-Noir            ",7.2
Timber Falls,2007,PG-13,100,"Horror, Thriller            ",5.2
Blonde Ambition,2007,Not Rated,93,"Comedy, Romance            ",3.9
White Nights,1957,R,97,"Drama, Romance            ",7.8
The Clan of the Cave Bear,1986,PG,98,"Adventure, Drama, Fantasy            ",5.4
Monkey Trouble,1994,TV-PG,96,"Adventure, Comedy, Crime            ",5.3
Dragon Ball Z: Wrath of the Dragon,1995,Not Rated,52,"Animation, Action, Sci-Fi            ",7.5
Ajami,2009,PG,124,"Crime, Drama            ",7.3
Transylvania 6-5000,1985,R,93,"Comedy, Fantasy, Horror            ",4.9
A Dark Truth,2012,PG,106,"Action, Drama, Thriller            ",5.6
Sgt. Peppers Lonely Hearts Club Band,1978,M,113,"Adventure, Comedy, Fantasy            ",4.2
Charly,1968,PG,103,"Drama, Romance, Sci-Fi            ",6.9
The Tall Blond Man with One Black Shoe,1972,Not Rated,90,"Comedy, Mystery            ",7.2
Salaam Namaste,2005,R,158,"Comedy, Drama, Romance            ",6.1
Death Hunt,1981,Not Rated,97,"Action, Adventure, Crime            ",6.9
Frozen Land,2005,TV-14,130,Drama            ,7.4
Things to Come,1936,Not Rated,100,"Drama, Sci-Fi, War            ",6.6
Truman,2015,PG,108,"Comedy, Drama            ",7.3
Cabin Fever: Patient Zero,2014,Not Rated,91,"Horror, Sci-Fi            ",4.4
California Suite,1978,R,103,"Comedy, Drama, Romance            ",6.2
Grbavica,2006,PG-13,90,Drama            ,7.2
The Human Beast,1938,Approved,100,"Crime, Drama            ",7.5
"Ultramarines: A Warhammer 40,000 Movie",2010,R,76,"Animation, Action, Fantasy            ",5.5
Mamas Boy,2007,Passed,93,"Comedy, Drama            ",5.1
Khartoum,1966,PG-13,128,"Action, Adventure, Drama            ",6.8
Music Within,2007,R,94,"Biography, Comedy, Drama            ",7.2
National Velvet,1944,Not Rated,123,"Drama, Family, Sport            ",7.3
Saint Ralph,2004,PG-13,98,"Comedy, Drama, Sport            ",7.3
Maybe Baby,2000,Passed,104,"Comedy, Romance            ",5.6
Imaginaerum,2012,Not Rated,86,"Drama, Fantasy, Musical            ",6.1
Hercules Reborn,2014,R,95,"Action, Adventure            ",3.1
Ragnarok,2013,PG,100,"Adventure, Fantasy            ",5.9
Premam,2015,R,156,"Comedy, Drama, Romance            ",8.3
Ministry of Fear,1944,R,86,"Crime, Drama, Film-Noir            ",7.1
Blood and Black Lace,1964,Approved,88,"Crime, Horror, Mystery            ",7.1
The Reckoning,2003,PG-13,112,"Crime, Drama, Mystery            ",6.4
Nothing in Common,1986,Not Rated,118,"Comedy, Drama, Romance            ",5.9
Dog Days,2001,Not Rated,121,Drama            ,7.0
Girl 6,1996,Not Rated,108,"Comedy, Drama            ",5.3
Lover Come Back,1961,Not Rated,107,"Comedy, Drama, Romance            ",7.1
Accidental Love,2015,PG-13,100,"Comedy, Romance            ",4.1
A Zed & Two Noughts,1985,R,115,"Comedy, Drama            ",7.2
Lets Make Love,1960,R,119,"Comedy, Musical, Romance            ",6.4
Lights in the Dusk,2006,R,78,"Crime, Drama            ",6.8
Criss Cross,1949,PG-13,84,"Crime, Drama, Film-Noir            ",7.4
Do You Believe?,2015,R,120,Drama            ,6.0
The Grand,2007,Not Rated,104,Comedy            ,5.9
Restraint,2008,M/PG,92,"Drama, Thriller            ",6.0
Stone Cold,1991,R,92,"Action, Crime, Drama            ",6.1
The Pick-up Artist,1987,R,81,"Comedy, Crime, Drama            ",5.3
Long Time Dead,2002,Not Rated,94,"Horror, Thriller            ",4.7
Indian,1996,R,185,"Action, Drama, Thriller            ",8.1
De Marathon,2012,PG-13,107,"Comedy, Drama, Sport            ",7.5
The Milky Way,1969,Passed,105,"Comedy, Drama            ",7.4
My First Mister,2001,R,109,"Comedy, Drama, Romance            ",7.2
Raju Ban Gaya Gentleman,1992,R,152,"Comedy, Musical, Romance            ",6.7
Magicians,2007,Approved,90,Comedy            ,6.0
Falcon Rising,2014,R,103,"Action, Adventure            ",5.7
A Hard Day,2014,Not Rated,111,"Action, Crime, Thriller            ",7.2
Proof,1991,Not Rated,86,"Drama, Romance            ",7.2
The Scout,1994,Not Rated,101,"Comedy, Drama, Sport            ",5.4
The Life of Emile Zola,1937,PG,116,"Biography, Drama            ",7.2
BloodRayne: The Third Reich,2011,NC-17,79,"Action, Adventure, Fantasy            ",3.0
Force,2011,R,137,"Action, Crime, Drama            ",6.5
The Heroes of Telemark,1965,Unrated,131,"Action, Drama, History            ",6.5
Walled In,2009,Not Rated,91,"Horror, Thriller            ",4.7
"Yesterday, Today and Tomorrow",1963,NC-17,119,"Comedy, Romance            ",7.2
Singham Returns,2014,Approved,142,"Action, Crime, Drama            ",5.7
Tabu,2012,R,118,"Drama, Romance            ",7.3
The Year My Parents Went on Vacation,2006,Not Rated,110,Drama            ,7.4
A Small September Affair,2014,Not Rated,106,"Drama, Mystery, Romance            ",7.1
Ma mère,2004,Not Rated,110,"Drama, Romance            ",5.0
Devils on the Doorstep,2000,Unrated,139,"Comedy, Drama, War            ",8.2
Deadly Friend,1986,R,91,"Drama, Horror, Sci-Fi            ",5.5
Sister,2012,R,97,"Crime, Drama            ",7.0
Main Tera Hero,2014,Not Rated,128,"Action, Comedy, Romance            ",5.1
Eyes Wide Open,2009,Not Rated,91,"Drama, Romance            ",7.3
Goodbye Solo,2008,R,91,Drama            ,7.3
Grilled,2006,R,83,"Comedy, Crime            ",5.2
Floating Weeds,1959,Not Rated,119,Drama            ,7.9
Burning Bright,2010,PG-13,89,"Drama, Horror, Thriller            ",5.8
Te doy mis ojos,2003,Not Rated,109,"Drama, Romance            ",7.4
Dance with Me,1998,PG,126,"Drama, Music, Romance            ",5.9
Obsession,1943,TV-14,140,"Crime, Drama, Romance            ",7.6
Sinbad and the Eye of the Tiger,1977,G,113,"Action, Adventure, Family            ",6.4
Northfork,2003,PG-13,103,"Drama, Fantasy            ",6.2
Titanic,1953,Not Rated,98,"Drama, History, Romance            ",7.0
Space Battleship Yamato,2010,TV-14,138,"Action, Adventure, Drama            ",6.0
Shanghai Express,1932,Approved,82,"Adventure, Drama, Film-Noir            ",7.3
See You in Montevideo,2014,R,141,"Adventure, Biography, Comedy            ",8.1
One Point O,2004,PG,95,"Drama, Horror, Mystery            ",5.9
Super Fuzz,1980,Not Rated,97,"Action, Comedy, Fantasy            ",6.3
Chup Chup Ke,2006,R,164,"Comedy, Drama, Romance            ",6.9
Beneath the Darkness,2011,Not Rated,96,"Horror, Mystery, Thriller            ",4.5
Awara Paagal Deewana,2002,PG,158,"Action, Comedy, Crime            ",6.2
Zulu Dawn,1979,Not Rated,98,"Adventure, Drama, History            ",6.6
Strike,1925,PG-13,82,Drama            ,7.6
5 Flights Up,2014,R,88,"Comedy, Drama            ",6.2
The Horseman on the Roof,1995,Unrated,118,"Adventure, Drama, Romance            ",7.0
September 11,2002,G,134,Drama            ,6.9
My Fathers Glory,1990,R,105,"Adventure, Biography, Drama            ",7.6
Maybe... Maybe Not,1994,R,93,Comedy            ,6.5
Embrace of the Vampire,1995,Not Rated,92,"Horror, Thriller            ",4.4
Rabbits,2002,Passed,43,"Short, Drama, Fantasy            ",6.9
Chimes at Midnight,1965,Not Rated,115,"Comedy, Drama, History            ",7.6
Make Way for Tomorrow,1937,Not Rated,91,"Drama, Romance            ",8.2
The Trotsky,2009,PG-13,113,"Comedy, Drama            ",6.7
Drifting Clouds,1996,R,97,"Comedy, Drama            ",7.6
Deceived,1991,Not Rated,104,"Crime, Drama, Mystery            ",6.1
Most Wanted,1997,R,99,"Action, Thriller            ",5.6
Captain Horatio Hornblower,1951,R,117,"Action, Adventure, Drama            ",7.3
The Trigger Effect,1996,PG-13,94,"Drama, Thriller            ",5.7
Body Shots,1999,PG-13,106,Drama            ,4.9
Underclassman,2005,Not Rated,95,"Action, Comedy, Crime            ",4.4
October (Ten Days that Shook the World),1927,Not Rated,95,"Drama, History            ",7.4
Raja Hindustani,1996,Approved,177,"Action, Comedy, Drama            ",6.1
Dream a Little Dream,1989,Passed,114,"Comedy, Drama, Romance            ",5.7
Shanghai Kiss,2007,Approved,106,"Comedy, Drama, Romance            ",6.6
Ayan,2009,Not Rated,162,"Action, Thriller            ",7.6
The Snake Pit,1948,R,108,"Drama, Mystery            ",7.6
Friendly Persuasion,1956,PG-13,137,"Drama, Family, Romance            ",7.3
The Naked Kiss,1964,TV-MA,90,"Crime, Drama            ",7.2
Race Gurram,2014,R,163,"Action, Comedy            ",7.3
Promise Me This,2007,PG-13,123,"Comedy, Romance            ",6.9
Special,2006,R,81,"Comedy, Drama, Sci-Fi            ",6.8
Robot Overlords,2014,Not Rated,90,"Action, Adventure, Sci-Fi            ",4.6
Lake Eerie,2016,PG,104,"Horror, Sci-Fi, Thriller            ",4.0
Forget Me Not,2009,R,103,"Horror, Romance, Thriller            ",5.1
The River,1984,PG-13,124,Drama            ,6.3
Bleeder,1999,R,98,"Crime, Drama            ",6.8
Ruby Red,2013,PG-13,122,"Action, Adventure, Drama            ",6.0
The Star Chamber,1983,Not Rated,109,"Crime, Drama, Mystery            ",6.3
Dedh Ishqiya,2014,R,152,"Comedy, Drama, Romance            ",7.0
Zero 2,2010,R,90,"Comedy, Thriller            ",7.5
Phase IV,1974,Unrated,84,"Horror, Sci-Fi, Thriller            ",6.4
